0	1	0
0.10101	0.953566	0.0986649
0.20202	0.907132	0.19264
0.30303	0.860698	0.281924
0.40404	0.814264	0.366518
0.505051	0.767829	0.446422
0.606061	0.721395	0.521635
0.707071	0.674961	0.592158
0.808081	0.628527	0.657991
0.909091	0.582093	0.719133
1.0101	0.530641	0.77556
1.11111	0.43403	0.824281
1.21212	0.337419	0.863243
1.31313	0.240808	0.892446
1.41414	0.144197	0.911891
1.51515	0.0475861	0.921577
1.61616	-0.0490249	0.921504
1.71717	-0.145636	0.911673
1.81818	-0.242247	0.892083
1.91919	-0.338858	0.862734
2.0202	-0.42774	0.823705
2.12121	-0.485704	0.777571
2.22222	-0.543668	0.725583
2.32323	-0.601632	0.667739
2.42424	-0.659597	0.604041
2.52525	-0.717561	0.534488
2.62626	-0.775525	0.459079
2.72727	-0.833489	0.377816
2.82828	-0.891453	0.290698
2.92929	-0.949418	0.197724
3.0303	-0.9798	0.0993139
3.13131	-0.945825	0.00206006
3.23232	-0.911851	-0.091762
3.33333	-0.877876	-0.182152
3.43434	-0.843902	-0.269111
3.53535	-0.809927	-0.352637
3.63636	-0.775952	-0.432732
3.73737	-0.741978	-0.509395
3.83838	-0.708003	-0.582627
3.93939	-0.674028	-0.652426
4.0404	-0.615773	-0.718304
4.14141	-0.521095	-0.775721
4.24242	-0.426418	-0.823575
4.34343	-0.331741	-0.861866
4.44444	-0.237063	-0.890594
4.54545	-0.142386	-0.909758
4.64646	-0.0477086	-0.919359
4.74747	0.0469688	-0.919396
4.84848	0.141646	-0.90987
4.94949	0.236324	-0.890781
5.05051	0.317829	-0.86246
5.15152	0.386163	-0.826905
5.25253	0.454498	-0.784448
5.35354	0.522832	-0.735088
5.45455	0.591166	-0.678825
5.55556	0.6595	-0.61566
5.65657	0.727834	-0.545593
5.75758	0.796168	-0.468623
5.85859	0.864502	-0.384751
5.9596	0.932837	-0.293976
6.06061	0.947669	-0.19792
6.16162	0.926834	-0.103248
6.26263	0.905999	-0.0106808
6.36364	0.885164	0.079782
6.46465	0.864329	0.16814
6.56566	0.843493	0.254394
6.66667	0.822658	0.338543
6.76768	0.801823	0.420587
6.86869	0.780988	0.500527
6.9697	0.760153	0.578363
7.07071	0.690308	0.652361
7.17172	0.599459	0.717501
7.27273	0.508611	0.773464
7.37374	0.417762	0.82025
7.47475	0.326913	0.85786
7.57576	0.236065	0.886293
7.67677	0.145216	0.90555
7.77778	0.0543671	0.91563
7.87879	-0.0364816	0.916533
7.9798	-0.12733	0.90826
8.08081	-0.207369	0.891247
8.18182	-0.284706	0.866394
8.28283	-0.362042	0.83373
8.38384	-0.439378	0.793255
8.48485	-0.516715	0.744967
8.58586	-0.594051	0.688868
8.68687	-0.671387	0.624957
8.78788	-0.748724	0.553234
8.88889	-0.82606	0.473699
8.9899	-0.903397	0.386353
9.09091	-0.904579	0.294657
9.19192	-0.897301	0.203653
9.29293	-0.890022	0.113384
9.39394	-0.882743	0.0238501
9.49495	-0.875465	-0.0649483
9.59596	-0.868186	-0.153011
9.69697	-0.860908	-0.240339
9.79798	-0.853629	-0.326932
9.89899	-0.84635	-0.41279
10	-0.839072	-0.497912
