x	 y 	 value
16.2204	1.19968	0.463889
16.2857	1.22959	0.450819
16.3515	1.25879	0.435752
16.4178	1.28714	0.418718
16.4845	1.31447	0.399758
16.5516	1.34064	0.37893
16.6191	1.36549	0.356302
16.687	1.38888	0.331958
16.7553	1.41067	0.305993
16.8238	1.43072	0.278517
16.8926	1.44891	0.24965
16.9616	1.46513	0.219523
17.0309	1.47927	0.188278
17.1004	1.49125	0.156063
17.17	1.50098	0.123037
17.2398	1.5084	0.0893644
17.3097	1.51346	0.0552136
17.3796	1.51612	0.020758
17.4497	1.51636	-0.013827
17.5197	1.51418	-0.0483644
17.5898	1.50959	-0.0826776
17.6599	1.5026	-0.116591
17.7299	1.49326	-0.149932
17.7999	1.48161	-0.182531
17.8698	1.46773	-0.214225
17.9396	1.4517	-0.244855
18.0092	1.4336	-0.274271
18.0787	1.41354	-0.30233
18.148	1.39164	-0.3289
18.2171	1.36803	-0.353858
18.286	1.34284	-0.377093
18.3546	1.31621	-0.398506
18.4228	1.2883	-0.418012
18.4908	1.25926	-0.435538
18.5584	1.22926	-0.451024
18.6256	1.19845	-0.464427
18.6925	1.16701	-0.475716
18.7588	1.13509	-0.484875
18.8248	1.10286	-0.491901
18.8902	1.07048	-0.496806
18.9551	1.03811	-0.499613
19.0195	1.00588	-0.500358
19.0833	0.97395	-0.499089
19.1466	0.942448	-0.495861
19.2093	0.911502	-0.490742
19.2713	0.881228	-0.483805
19.3328	0.851734	-0.475131
19.3936	0.823118	-0.464805
19.4538	0.795467	-0.45292
19.5134	0.76886	-0.439568
19.5723	0.743366	-0.424846
19.6306	0.719044	-0.40885
19.6883	0.695942	-0.39168
19.7454	0.674103	-0.373432
19.8018	0.65356	-0.354203
19.8576	0.634339	-0.334085
19.9128	0.616456	-0.313171
19.9674	0.599925	-0.291548
20	0.590643	-0.278246
