x	 prey 	 predator
24.5569	1.39793	0.272837
24.5773	1.4264	0.271404
24.5975	1.45527	0.270004
24.6176	1.48455	0.268636
24.6375	1.51424	0.267299
24.6573	1.54436	0.265993
24.677	1.5749	0.264717
24.6966	1.60587	0.263471
24.7161	1.63729	0.262253
24.7355	1.66914	0.261064
24.7547	1.70145	0.259903
24.7739	1.73422	0.25877
24.7929	1.76745	0.257664
24.8118	1.80115	0.256585
24.8307	1.83532	0.255532
24.8494	1.86999	0.254505
24.8681	1.90514	0.253504
24.8867	1.94079	0.252528
24.9051	1.97695	0.251578
24.9235	2.01362	0.250652
24.9418	2.05081	0.249751
24.96	2.08852	0.248874
24.9782	2.12678	0.248021
24.9962	2.16557	0.247192
25.0142	2.20492	0.246386
25.0321	2.24482	0.245604
25.05	2.28529	0.244846
25.0677	2.32634	0.24411
25.0854	2.36796	0.243397
25.1031	2.41018	0.242707
25.1206	2.453	0.242039
25.1381	2.49643	0.241394
25.1555	2.54048	0.240772
25.1729	2.58515	0.240172
25.1902	2.63046	0.239594
25.2074	2.67641	0.239038
25.2246	2.72302	0.238504
25.2418	2.77029	0.237992
25.2588	2.81823	0.237503
25.2759	2.86686	0.237035
25.2928	2.91618	0.23659
25.3097	2.9662	0.236166
25.3266	3.01694	0.235765
25.3434	3.0684	0.235386
25.3602	3.1206	0.235028
25.3769	3.17354	0.234693
25.3936	3.22724	0.23438
25.4102	3.28171	0.23409
25.4268	3.33696	0.233822
25.4434	3.393	0.233576
25.4599	3.44984	0.233353
25.4763	3.5075	0.233153
25.4928	3.56598	0.232975
25.5092	3.62531	0.232821
25.5255	3.68548	0.23269
25.5418	3.74653	0.232582
25.5581	3.80845	0.232497
25.5743	3.87126	0.232437
25.5906	3.93497	0.2324
25.6067	3.99961	0.232388
25.6229	4.06517	0.2324
25.639	4.13169	0.232437
25.6551	4.19916	0.232498
25.6711	4.26761	0.232585
25.6872	4.33706	0.232698
25.7032	4.4075	0.232837
25.7192	4.47897	0.233001
25.7351	4.55148	0.233193
25.751	4.62505	0.233411
25.7669	4.69968	0.233657
25.7828	4.7754	0.233931
25.7987	4.85222	0.234233
25.8145	4.93017	0.234564
25.8303	5.00925	0.234924
25.8461	5.0895	0.235313
25.8619	5.17092	0.235733
25.8777	5.25353	0.236184
25.8934	5.33736	0.236666
25.9092	5.42242	0.23718
25.9249	5.50874	0.237727
25.9406	5.59633	0.238307
25.9563	5.68521	0.238921
25.9719	5.77541	0.23957
25.9876	5.86695	0.240254
26.0032	5.95985	0.240974
26.0189	6.05413	0.241732
26.0345	6.14982	0.242527
26.0501	6.24693	0.243362
26.0658	6.34551	0.244236
26.0814	6.44556	0.245151
26.097	6.54711	0.246107
26.1126	6.65019	0.247107
26.1282	6.75483	0.248151
26.1438	6.86106	0.24924
26.1594	6.96889	0.250375
26.175	7.07837	0.251558
26.1906	7.18952	0.25279
26.2062	7.30236	0.254073
26.2218	7.41694	0.255408
26.2374	7.53328	0.256796
26.253	7.65141	0.25824
26.2686	7.77137	0.25974
26.2842	7.8932	0.261299
26.2998	8.01692	0.262919
26.3155	8.14258	0.264602
26.3311	8.27021	0.266349
26.3468	8.39985	0.268164
26.3625	8.53154	0.270047
26.3781	8.66532	0.272002
26.3939	8.80124	0.274032
26.4096	8.93933	0.276139
26.4253	9.07965	0.278325
26.4411	9.22223	0.280595
26.4569	9.36714	0.28295
26.4727	9.51441	0.285395
26.4885	9.66411	0.287933
26.5044	9.81628	0.290568
26.5203	9.97098	0.293304
26.5363	10.1283	0.296145
26.5522	10.2882	0.299096
26.5682	10.4509	0.302162
26.5843	10.6163	0.305347
26.6004	10.7846	0.308657
26.6165	10.9558	0.312098
26.6327	11.13	0.315677
26.649	11.3073	0.319399
26.6653	11.4878	0.323273
26.6816	11.6715	0.327305
26.698	11.8586	0.331505
26.7145	12.0491	0.33588
26.7311	12.2431	0.340441
26.7477	12.4408	0.345198
26.7645	12.6423	0.350163
26.7813	12.8477	0.355346
26.7982	13.0571	0.360762
26.8152	13.2707	0.366425
26.8323	13.4887	0.37235
26.8495	13.7111	0.378556
26.8668	13.9382	0.38506
26.8843	14.1702	0.391883
26.9019	14.4073	0.39905
26.9197	14.6497	0.406584
26.9376	14.8976	0.414516
26.9557	15.1515	0.422875
26.9741	15.4114	0.431699
26.9926	15.6779	0.441027
27.0113	15.9512	0.450905
27.0303	16.2319	0.461386
27.0496	16.5203	0.472528
27.0692	16.8171	0.484402
27.0892	17.1229	0.497089
27.1095	17.4384	0.510683
27.1302	17.7646	0.525299
27.1515	18.1024	0.541071
27.1733	18.453	0.558167
27.1957	18.8181	0.576791
27.2189	19.1993	0.597203
27.243	19.5992	0.619735
27.2681	20.0207	0.644822
27.2945	20.4678	0.673055
27.3225	20.9457	0.705252
27.3525	21.4615	0.742582
27.385	22.0243	0.786728
27.4208	22.6432	0.839955
27.4597	23.3154	0.904231
27.4977	23.967	0.974225
27.529	24.4962	1.03781
27.5552	24.9331	1.09573
27.579	25.3216	1.1521
27.6004	25.6641	1.20623
27.6197	25.9681	1.25831
27.6384	26.2544	1.31142
27.6553	26.5054	1.3617
27.6715	26.7411	1.41263
27.687	26.9602	1.46368
27.7019	27.1626	1.51458
27.716	27.3491	1.56517
27.7295	27.5208	1.61541
27.7424	27.6788	1.6653
27.7547	27.8242	1.71488
27.7666	27.9581	1.7642
27.778	28.0813	1.81331
27.7891	28.1947	1.86227
27.7997	28.2989	1.91112
27.8101	28.3946	1.95991
27.8201	28.4822	2.00867
27.8299	28.5623	2.05744
27.8395	28.6352	2.10626
27.8488	28.7013	2.15515
27.8579	28.7609	2.20413
27.8667	28.8143	2.25323
27.8754	28.8617	2.30246
27.884	28.9034	2.35184
27.8923	28.9395	2.40139
27.9006	28.9704	2.45112
27.9086	28.996	2.50103
27.9166	29.0167	2.55116
27.9244	29.0324	2.60149
27.9321	29.0435	2.65205
27.9396	29.0499	2.70283
27.9471	29.0518	2.75386
27.9545	29.0493	2.80514
27.9617	29.0424	2.85667
27.9689	29.0314	2.90847
27.976	29.0162	2.96053
27.983	28.997	3.01287
27.9899	28.9738	3.06549
27.9968	28.9467	3.11841
28.0036	28.9156	3.17161
28.0103	28.8808	3.22512
28.017	28.8423	3.27894
28.0235	28.8	3.33307
28.0301	28.7541	3.38751
28.0366	28.7045	3.44229
28.043	28.6514	3.4974
28.0494	28.5947	3.55284
28.0557	28.5345	3.60863
28.062	28.4708	3.66477
28.0683	28.4037	3.72127
28.0745	28.3331	3.77813
28.0807	28.2591	3.83537
28.0869	28.1817	3.89298
28.093	28.1009	3.95098
28.0991	28.0167	4.00938
28.1052	27.9291	4.06817
28.1112	27.8382	4.12738
28.1172	27.7439	4.18701
28.1233	27.6462	4.24707
28.1292	27.5452	4.30758
28.1352	27.4407	4.36853
28.1412	27.3329	4.42994
28.1472	27.2216	4.49182
28.1531	27.107	4.55419
28.1591	26.9888	4.61706
28.165	26.8672	4.68044
28.171	26.7421	4.74435
28.1769	26.6134	4.8088
28.1829	26.4812	4.87381
28.1888	26.3453	4.9394
28.1948	26.2057	5.00558
28.2008	26.0624	5.07238
28.2068	25.9153	5.13982
28.2128	25.7643	5.20793
28.2189	25.6094	5.27672
28.2249	25.4504	5.34623
28.2311	25.2872	5.41649
28.2372	25.1198	5.48753
28.2434	24.9481	5.55939
28.2496	24.7718	5.63211
28.2559	24.5908	5.70572
28.2622	24.4051	5.78029
28.2686	24.2143	5.85586
28.2751	24.0183	5.93249
28.2816	23.8168	6.01025
28.2882	23.6095	6.08921
28.295	23.3963	6.16946
28.3018	23.1766	6.25108
28.3087	22.9502	6.3342
28.3158	22.7165	6.41892
28.323	22.4751	6.5054
28.3303	22.2252	6.59379
28.3378	21.9663	6.6843
28.3456	21.6974	6.77715
28.3535	21.4174	6.87263
28.3618	21.1251	6.97105
28.3703	20.819	7.07285
28.3792	20.4971	7.17853
28.3886	20.1569	7.28875
28.3984	19.7951	7.40436
28.4089	19.4076	7.52644
28.4202	18.9886	7.65646
28.4324	18.531	7.79621
28.4459	18.0268	7.94753
28.4606	17.4733	8.11057
28.4763	16.8869	8.27983
28.4909	16.3431	8.43366
28.5038	15.8636	8.56683
28.5153	15.4422	8.68197
28.5256	15.0663	8.78317
28.5355	14.7073	8.87849
28.5444	14.3868	8.96246
28.5531	14.0797	9.04193
28.5613	13.7874	9.11668
28.5693	13.5096	9.18686
28.5769	13.2454	9.25282
28.5843	12.9938	9.31495
28.5913	12.7533	9.37367
28.5982	12.5229	9.42931
28.6048	12.3015	9.48221
28.6113	12.0882	9.53264
28.6176	11.8821	9.58083
28.6238	11.6827	9.62697
28.6299	11.4892	9.67125
28.6358	11.3013	9.71381
28.6416	11.1185	9.75477
28.6474	10.9405	9.79425
28.653	10.7668	9.83235
28.6586	10.5972	9.86914
28.6642	10.4315	9.9047
28.6696	10.2693	9.9391
28.675	10.1106	9.97241
28.6804	9.95511	10.0047
28.6857	9.80268	10.0359
28.6909	9.65314	10.0662
28.6962	9.50638	10.0956
28.7014	9.36226	10.1241
28.7065	9.22067	10.1518
28.7116	9.08149	10.1786
28.7167	8.94464	10.2047
28.7218	8.81001	10.23
28.7269	8.67753	10.2545
28.7319	8.5471	10.2784
28.7369	8.41867	10.3015
28.7419	8.29216	10.324
28.7469	8.16751	10.3459
28.7519	8.04464	10.367
28.7569	7.92352	10.3876
28.7618	7.80408	10.4075
28.7668	7.68628	10.4269
28.7718	7.57006	10.4456
28.7767	7.45538	10.4638
28.7817	7.34219	10.4815
28.7866	7.23047	10.4985
28.7916	7.12016	10.5151
28.7965	7.01123	10.5311
28.8015	6.90366	10.5465
28.8065	6.79739	10.5615
28.8114	6.69241	10.5759
28.8164	6.58869	10.5898
28.8214	6.48619	10.6033
28.8264	6.38488	10.6162
28.8315	6.28475	10.6287
28.8365	6.18577	10.6406
28.8415	6.08791	10.6521
28.8466	5.99115	10.6631
28.8517	5.89547	10.6736
28.8568	5.80085	10.6837
28.8619	5.70727	10.6933
28.8671	5.61471	10.7025
28.8722	5.52316	10.7111
28.8774	5.43259	10.7193
28.8826	5.34298	10.7271
28.8879	5.25433	10.7344
28.8931	5.16662	10.7413
28.8984	5.07983	10.7476
28.9038	4.99395	10.7536
28.9091	4.90896	10.7591
28.9145	4.82486	10.7641
28.9199	4.74163	10.7687
28.9254	4.65925	10.7728
28.9309	4.57773	10.7765
28.9364	4.49703	10.7797
28.942	4.41717	10.7824
28.9476	4.33812	10.7847
28.9533	4.25987	10.7865
28.959	4.18242	10.7879
28.9648	4.10576	10.7888
28.9706	4.02988	10.7892
28.9764	3.95477	10.7891
28.9823	3.88042	10.7886
28.9883	3.80683	10.7876
28.9943	3.73398	10.7861
29.0003	3.66188	10.7841
29.0065	3.59052	10.7817
29.0127	3.51988	10.7787
29.0189	3.44997	10.7752
29.0252	3.38077	10.7712
29.0316	3.31229	10.7668
29.0381	3.24451	10.7617
29.0446	3.17743	10.7562
29.0512	3.11106	10.7501
29.0578	3.04537	10.7435
29.0646	2.98038	10.7364
29.0714	2.91607	10.7286
29.0783	2.85244	10.7204
29.0853	2.78949	10.7115
29.0924	2.72721	10.7021
29.0996	2.66561	10.6921
29.1069	2.60468	10.6814
29.1143	2.54441	10.6702
29.1218	2.4848	10.6583
29.1294	2.42586	10.6458
29.1371	2.36758	10.6327
29.1449	2.30995	10.6189
29.1529	2.25298	10.6044
29.1609	2.19667	10.5892
29.1691	2.141	10.5733
29.1774	2.086	10.5567
29.1859	2.03164	10.5394
29.1945	1.97793	10.5213
29.2033	1.92487	10.5024
29.2122	1.87247	10.4828
29.2213	1.82071	10.4623
29.2305	1.7696	10.441
29.2399	1.71914	10.4188
29.2495	1.66933	10.3958
29.2593	1.62018	10.3718
29.2693	1.57167	10.3469
29.2795	1.52382	10.3211
29.2899	1.47661	10.2943
29.3005	1.43007	10.2664
29.3114	1.38418	10.2375
29.3225	1.33894	10.2075
29.3339	1.29437	10.1764
29.3456	1.25046	10.1441
29.3575	1.20721	10.1106
29.3697	1.16463	10.0759
29.3823	1.12271	10.0399
29.3951	1.08147	10.0025
29.4083	1.0409	9.96369
29.4219	1.00101	9.92344
29.4359	0.961801	9.88168
29.4503	0.923279	9.83832
29.4651	0.885445	9.79332
29.4804	0.848306	9.74658
29.4961	0.811867	9.69804
29.5124	0.776131	9.6476
29.5292	0.741105	9.59517
29.5466	0.706796	9.54065
29.5646	0.673209	9.48394
29.5832	0.640351	9.42492
29.6026	0.608231	9.36347
29.6227	0.576856	9.29946
29.6437	0.546237	9.23273
29.6655	0.516382	9.16315
29.6882	0.487305	9.09054
29.712	0.459016	9.01472
29.7368	0.43153	8.93553
29.7628	0.404863	8.85275
29.79	0.379032	8.7662
29.8186	0.354059	8.67565
29.8486	0.329964	8.58093
29.8801	0.306776	8.48181
29.9133	0.284522	8.37815
29.9483	0.263236	8.2698
29.985	0.242953	8.15669
30.0236	0.223712	8.03881
30.0642	0.205551	7.9163
30.1067	0.188507	7.78939
30.1511	0.17261	7.65847
30.1972	0.157883	7.52411
30.245	0.144331	7.38696
30.2943	0.131941	7.24782
30.3447	0.120684	7.10748
30.3962	0.11051	6.96677
30.4485	0.101353	6.82639
30.5013	0.0931376	6.687
30.5546	0.0857825	6.54911
30.6082	0.0792047	6.41311
30.6619	0.0733236	6.27929
30.7158	0.068063	6.14784
30.7697	0.0633531	6.01889
30.8235	0.0591307	5.8925
30.8774	0.0553395	5.76868
30.9313	0.0519297	5.64742
30.9851	0.0488576	5.52868
31.0388	0.0460849	5.41244
31.0926	0.0435782	5.29861
31.1463	0.0413083	5.18716
31.2	0.0392497	5.07801
31.2537	0.0373802	4.97111
31.3074	0.0356802	4.8664
31.3612	0.0341328	4.76381
31.4149	0.032723	4.6633
31.4687	0.0314376	4.5648
31.5226	0.0302649	4.46826
31.5765	0.0291949	4.37364
31.6305	0.0282184	4.28089
31.6845	0.0273273	4.18996
31.7387	0.0265148	4.1008
31.7929	0.0257743	4.01339
31.8472	0.0251003	3.92766
31.9016	0.024488	3.8436
31.9562	0.0239327	3.76116
32.0108	0.0234306	3.6803
32.0656	0.0229782	3.601
32.1205	0.0225724	3.52321
32.1756	0.0222103	3.44691
32.2308	0.0218897	3.37207
32.2861	0.0216082	3.29865
32.3416	0.021364	3.22663
32.3973	0.0211554	3.15597
32.4531	0.020981	3.08666
32.5091	0.0208395	3.01866
32.5652	0.0207299	2.95195
32.6216	0.0206511	2.8865
32.6781	0.0206026	2.82229
32.7349	0.0205837	2.75929
32.7918	0.020594	2.69748
32.8489	0.0206332	2.63685
32.9063	0.0207011	2.57736
32.9638	0.0207977	2.51899
33.0216	0.020923	2.46172
33.0797	0.0210773	2.40554
33.1379	0.021261	2.35042
33.1964	0.0214744	2.29634
33.2552	0.0217182	2.24328
33.3142	0.0219932	2.19123
33.3735	0.0223001	2.14017
33.4331	0.02264	2.09007
33.4929	0.023014	2.04092
33.553	0.0234235	1.9927
33.6135	0.0238698	1.9454
33.6742	0.0243546	1.89899
33.7352	0.0248797	1.85347
33.7966	0.0254472	1.80882
33.8583	0.0260591	1.76502
33.9203	0.0267179	1.72206
33.9827	0.0274263	1.67991
34.0454	0.0281872	1.63858
34.1085	0.0290037	1.59803
34.1719	0.0298793	1.55827
34.2358	0.0308179	1.51928
34.3	0.0318235	1.48103
34.3647	0.0329008	1.44353
34.4297	0.0340547	1.40676
34.4952	0.0352906	1.37071
34.5612	0.0366143	1.33536
34.6275	0.0380325	1.3007
34.6943	0.039552	1.26673
34.7616	0.0411806	1.23344
34.8294	0.0429266	1.20081
34.8976	0.0447993	1.16883
34.9663	0.0468085	1.1375
35.0355	0.0489651	1.10682
35.1052	0.0512809	1.07677
35.1754	0.0537687	1.04734
35.2461	0.0564424	1.01854
35.3173	0.059317	0.990365
35.3889	0.0624087	0.962804
35.461	0.0657347	0.935859
35.5336	0.0693136	0.909533
35.6066	0.0731649	0.883828
35.68	0.077309	0.858748
35.7536	0.0817669	0.834302
35.8276	0.0865604	0.810499
35.9017	0.0917108	0.78735
35.9758	0.097239	0.76487
36.05	0.103165	0.743075
36.1239	0.109506	0.721983
36.1976	0.116277	0.701613
36.2707	0.123488	0.681985
36.3432	0.131148	0.663114
36.4148	0.139256	0.645017
36.4853	0.147811	0.627704
36.5547	0.156803	0.611181
36.6226	0.166219	0.595446
36.6891	0.176041	0.580494
36.7538	0.186251	0.566309
36.8169	0.196825	0.552872
36.8782	0.207741	0.540156
36.9376	0.218978	0.528131
36.9953	0.230513	0.516763
37.0511	0.242327	0.506016
37.1052	0.254403	0.495853
37.1576	0.266726	0.486238
37.2083	0.279283	0.477133
37.2574	0.292062	0.468504
37.3051	0.305056	0.460317
37.3513	0.318258	0.452541
37.3961	0.331663	0.445146
37.4396	0.345267	0.438104
37.482	0.359068	0.431391
37.5231	0.373064	0.424983
37.5633	0.387255	0.418859
37.6023	0.401642	0.412998
37.6404	0.416226	0.407384
37.6777	0.431007	0.401999
37.714	0.445988	0.396829
37.7495	0.461171	0.391859
37.7843	0.476559	0.387078
37.8183	0.492155	0.382473
37.8517	0.507961	0.378034
37.8844	0.52398	0.373751
37.9165	0.540216	0.369616
37.948	0.556673	0.36562
37.9789	0.573353	0.361755
38.0093	0.59026	0.358015
38.0392	0.607399	0.354393
38.0686	0.624772	0.350884
38.0976	0.642384	0.34748
38.1261	0.660238	0.344179
38.1542	0.678338	0.340974
38.1819	0.696688	0.337861
38.2092	0.715292	0.334836
38.2361	0.734154	0.331896
38.2627	0.753278	0.329036
38.2889	0.772668	0.326254
38.3148	0.792329	0.323546
38.3404	0.812263	0.320909
38.3657	0.832476	0.318341
38.3907	0.852972	0.315838
38.4154	0.873755	0.3134
38.4398	0.89483	0.311022
38.464	0.9162	0.308703
38.4879	0.93787	0.306441
38.5116	0.959845	0.304234
38.5351	0.982129	0.302081
38.5583	1.00473	0.299979
38.5813	1.02764	0.297927
38.6041	1.05088	0.295923
38.6267	1.07445	0.293967
38.6491	1.09834	0.292055
38.6713	1.12258	0.290188
38.6933	1.14716	0.288365
38.7151	1.17208	0.286583
38.7367	1.19736	0.284841
38.7582	1.22299	0.28314
38.7795	1.24899	0.281477
38.8007	1.27535	0.279852
38.8217	1.30209	0.278263
38.8425	1.3292	0.276711
38.8632	1.3567	0.275194
38.8837	1.38459	0.273711
38.9042	1.41287	0.272262
38.9244	1.44155	0.270845
38.9446	1.47063	0.269461
38.9646	1.50013	0.268108
38.9845	1.53005	0.266787
39.0042	1.56039	0.265496
39.0239	1.59116	0.264234
39.0434	1.62236	0.263002
39.0628	1.65401	0.261799
39.0821	1.6861	0.260624
39.1013	1.71865	0.259476
39.1204	1.75166	0.258357
39.1394	1.78514	0.257264
39.1583	1.81909	0.256198
39.1771	1.85352	0.255158
39.1958	1.88844	0.254144
39.2144	1.92386	0.253156
39.2329	1.95977	0.252193
39.2514	1.9962	0.251255
39.2697	2.03314	0.250341
39.288	2.07061	0.249452
39.3061	2.10861	0.248587
39.3242	2.14715	0.247746
39.3423	2.18623	0.246929
39.3602	2.22587	0.246135
39.3781	2.26607	0.245365
39.3959	2.30685	0.244618
39.4136	2.3482	0.243893
39.4313	2.39014	0.243192
39.4488	2.43267	0.242513
39.4664	2.47581	0.241857
39.4838	2.51956	0.241224
39.5012	2.56394	0.240612
39.5186	2.60895	0.240023
39.5358	2.65459	0.239457
39.5531	2.70089	0.238912
39.5702	2.74785	0.23839
39.5873	2.79547	0.237889
39.6044	2.84378	0.237411
39.6214	2.89277	0.236955
39.6383	2.94246	0.236521
39.6552	2.99286	0.236108
39.672	3.04398	0.235718
39.6888	3.09583	0.23535
39.7056	3.14842	0.235005
39.7223	3.20176	0.234681
39.7389	3.25587	0.23438
39.7555	3.31075	0.234101
39.7721	3.36641	0.233844
39.7886	3.42287	0.23361
39.8051	3.48014	0.233399
39.8216	3.53824	0.233211
39.838	3.59716	0.233045
39.8543	3.65694	0.232903
39.8707	3.71757	0.232784
39.887	3.77907	0.232688
39.9032	3.84146	0.232616
39.9195	3.90475	0.232568
39.9357	3.96895	0.232545
39.9518	4.03408	0.232545
39.968	4.10014	0.23257
39.9841	4.16716	0.23262
40.0001	4.23515	0.232695
40.0162	4.30413	0.232796
40.0322	4.3741	0.232922
40.0482	4.44509	0.233075
40.0641	4.5171	0.233254
40.0801	4.59017	0.233459
40.096	4.6643	0.233692
40.1119	4.7395	0.233953
40.1278	4.8158	0.234242
40.1436	4.89322	0.234559
40.1594	4.97177	0.234906
40.1753	5.05146	0.235282
40.191	5.13233	0.235687
40.2068	5.21438	0.236124
40.2226	5.29763	0.236591
40.2383	5.38211	0.237091
40.254	5.46783	0.237622
40.2697	5.55482	0.238187
40.2854	5.6431	0.238785
40.3011	5.73267	0.239418
40.3168	5.82358	0.240086
40.3324	5.91584	0.24079
40.3481	6.00947	0.24153
40.3637	6.10449	0.242308
40.3794	6.20093	0.243125
40.395	6.29882	0.243981
40.4106	6.39817	0.244877
40.4262	6.49902	0.245814
40.4418	6.60138	0.246794
40.4574	6.70528	0.247818
40.473	6.81076	0.248886
40.4886	6.91784	0.25
40.5042	7.02654	0.251162
40.5198	7.1369	0.252371
40.5354	7.24895	0.253631
40.551	7.36271	0.254942
40.5666	7.47821	0.256306
40.5822	7.5955	0.257724
40.5978	7.7146	0.259199
40.6134	7.83555	0.260732
40.6291	7.95838	0.262324
40.6447	8.08313	0.263978
40.6603	8.20983	0.265696
40.676	8.33852	0.26748
40.6917	8.46925	0.269332
40.7074	8.60204	0.271255
40.7231	8.73696	0.273251
40.7388	8.87403	0.275322
40.7545	9.0133	0.277472
40.7703	9.15482	0.279704
40.7861	9.29863	0.282021
40.8019	9.44479	0.284425
40.8177	9.59335	0.286921
40.8336	9.74436	0.289512
40.8495	9.89787	0.292202
40.8654	10.054	0.294996
40.8813	10.2127	0.297897
40.8973	10.374	0.30091
40.9134	10.5382	0.304041
40.9295	10.7051	0.307294
40.9456	10.875	0.310676
40.9617	11.0478	0.314192
40.978	11.2236	0.317849
40.9942	11.4026	0.321654
41.0106	11.5848	0.325614
41.027	11.7703	0.329738
41.0434	11.9592	0.334033
41.06	12.1516	0.33851
41.0766	12.3475	0.343178
41.0932	12.5473	0.348047
41.11	12.7508	0.353131
41.1269	12.9584	0.358441
41.1438	13.17	0.363991
41.1609	13.3859	0.369797
41.1781	13.6063	0.375874
41.1953	13.8312	0.382242
41.2128	14.0609	0.388919
41.2303	14.2956	0.395929
41.248	14.5355	0.403295
41.2659	14.7809	0.411044
41.2839	15.0319	0.419208
41.3021	15.289	0.427818
41.3206	15.5525	0.436914
41.3392	15.8226	0.446539
41.3581	16.0998	0.456742
41.3773	16.3846	0.46758
41.3967	16.6775	0.479116
41.4165	16.9791	0.491426
41.4367	17.2901	0.5046
41.4572	17.6112	0.518741
41.4782	17.9435	0.533974
41.4998	18.2881	0.550452
41.5219	18.6464	0.56836
41.5447	19.0201	0.587932
41.5684	19.4112	0.609463
41.593	19.8224	0.633338
41.6188	20.2573	0.66007
41.646	20.7204	0.690362
41.6751	21.218	0.725208
41.7064	21.7583	0.766037
41.7407	22.351	0.814871
41.7783	23.0012	0.874049
41.8182	23.6887	0.944172
41.8521	24.2648	1.01015
41.8803	24.7379	1.07025
41.9056	25.1551	1.12849
41.9281	25.5191	1.18401
41.9484	25.8393	1.23709
41.9668	26.1245	1.28825
41.9846	26.3935	1.34039
42.0008	26.6308	1.39002
42.0164	26.8542	1.44032
42.0314	27.0621	1.49081
42.0458	27.2547	1.54121
42.0595	27.4326	1.59139
42.0726	27.5965	1.64129
42.0852	27.7475	1.69091
42.0973	27.8867	1.74029
42.1089	28.0149	1.78944
42.1202	28.1329	1.83844
42.131	28.2414	1.88731
42.1415	28.3412	1.9361
42.1517	28.4326	1.98486
42.1616	28.5163	2.03362
42.1713	28.5927	2.0824
42.1807	28.6621	2.13125
42.1899	28.7248	2.18018
42.1989	28.7812	2.22921
42.2077	28.8315	2.27837
42.2163	28.876	2.32767
42.2247	28.9148	2.37713
42.233	28.9482	2.42676
42.2412	28.9764	2.47658
42.2492	28.9995	2.52659
42.257	29.0176	2.57682
42.2648	29.0309	2.62726
42.2724	29.0396	2.67793
42.2799	29.0437	2.72883
42.2874	29.0433	2.77998
42.2947	29.0386	2.83138
42.3019	29.0296	2.88304
42.309	29.0165	2.93497
42.3161	28.9992	2.98717
42.323	28.978	3.03964
42.3299	28.9527	3.09241
42.3368	28.9236	3.14547
42.3435	28.8907	3.19882
42.3502	28.8539	3.25248
42.3568	28.8135	3.30645
42.3634	28.7694	3.36073
42.3699	28.7216	3.41534
42.3764	28.6702	3.47028
42.3828	28.6153	3.52555
42.3892	28.5568	3.58117
42.3955	28.4948	3.63713
42.4018	28.4294	3.69344
42.408	28.3605	3.75012
42.4142	28.2882	3.80717
42.4204	28.2125	3.86459
42.4265	28.1333	3.92239
42.4326	28.0508	3.98059
42.4387	27.9649	4.03918
42.4448	27.8756	4.09818
42.4508	27.783	4.1576
42.4568	27.687	4.21744
42.4628	27.5876	4.27772
42.4688	27.4848	4.33844
42.4748	27.3787	4.39962
42.4808	27.2691	4.46127
42.4867	27.1561	4.52339
42.4927	27.0397	4.58601
42.4986	26.9198	4.64913
42.5046	26.7964	4.71277
42.5105	26.6695	4.77695
42.5165	26.539	4.84167
42.5224	26.4049	4.90697
42.5284	26.2672	4.97285
42.5344	26.1258	5.03934
42.5404	25.9805	5.10646
42.5464	25.8315	5.17423
42.5525	25.6785	5.24268
42.5585	25.5215	5.31183
42.5646	25.3604	5.38171
42.5707	25.1951	5.45236
42.5769	25.0255	5.5238
42.5831	24.8515	5.59609
42.5894	24.6729	5.66925
42.5957	24.4895	5.74334
42.6021	24.3012	5.81841
42.6085	24.1078	5.8945
42.615	23.909	5.9717
42.6216	23.7046	6.05005
42.6282	23.4944	6.12965
42.635	23.2779	6.21059
42.6419	23.0548	6.29295
42.6489	22.8248	6.37687
42.656	22.5872	6.46247
42.6633	22.3416	6.5499
42.6707	22.0872	6.63934
42.6784	21.8232	6.73102
42.6862	21.5488	6.82517
42.6943	21.2627	6.92211
42.7027	20.9636	7.0222
42.7114	20.6497	7.12591
42.7205	20.3187	7.23383
42.7301	19.9679	7.34669
42.7403	19.5935	7.46547
42.7512	19.1906	7.59143
42.7629	18.7527	7.72621
42.7758	18.272	7.87172
42.7899	17.742	8.02929
42.8053	17.1678	8.19668
42.821	16.5793	8.36474
42.8342	16.0895	8.50192
42.8462	15.6487	8.62333
42.8569	15.2542	8.73034
42.8667	14.8972	8.82581
42.8762	14.5548	8.91618
42.8853	14.2302	9.00071
42.894	13.9242	9.07943
42.9022	13.6355	9.15276
42.91	13.3627	9.22126
42.9176	13.1039	9.28548
42.9248	12.8576	9.34593
42.9317	12.6222	9.40305
42.9385	12.3966	9.45723
42.9451	12.1795	9.50878
42.9514	11.9702	9.55796
42.9577	11.7678	9.605
42.9638	11.5717	9.6501
42.9698	11.3814	9.6934
42.9757	11.1964	9.73505
42.9815	11.0163	9.77517
42.9872	10.8408	9.81386
42.9928	10.6694	9.85121
42.9983	10.502	9.88731
43.0038	10.3383	9.92221
43.0093	10.1781	9.95598
43.0146	10.0213	9.98869
43.02	9.86752	10.0204
43.0252	9.71674	10.0511
43.0305	9.56879	10.0809
43.0357	9.42354	10.1097
43.0409	9.28086	10.1378
43.046	9.14065	10.165
43.0511	9.0028	10.1914
43.0562	8.86722	10.217
43.0613	8.73381	10.2419
43.0663	8.60251	10.266
43.0714	8.47323	10.2895
43.0764	8.34589	10.3123
43.0814	8.22044	10.3344
43.0864	8.09681	10.3558
43.0913	7.97495	10.3766
43.0963	7.85479	10.3968
43.1013	7.73629	10.4165
43.1062	7.61939	10.4355
43.1112	7.50405	10.4539
43.1161	7.39023	10.4718
