0.2000000000	90.0000000000
0.3000000000	90.0000000000
0.4000000000	23.3706904598
0.5000000000	14.2591961867
0.6000000000	14.2591961867
0.7000000000	9.3078957234
0.8000000000	4.4854184980
0.9000000000	3.2300753464
1.0000000000	2.3558004618
1.1000000000	1.7273052109
1.2000000000	1.7273052109
1.3000000000	0.9141894741
1.4000000000	0.9141894741
1.5000000000	0.4370127112
1.6000000000	0.2720028930
1.7000000000	0.1402327921
1.8000000000	0.0339651852
1.9000000000	0.0339651852
2.0000000000	-0.1233221766
2.1000000000	-0.1817736305
2.2000000000	-0.2302819816
2.3000000000	-0.2302819816
2.4000000000	-0.2707473629
2.5000000000	-0.3331908606
2.6000000000	-0.3572846083
2.7000000000	-0.3776941100
2.8000000000	-0.3776941100
2.9000000000	-0.3950307464
3.0000000000	-0.4223899765
3.1000000000	-0.4331590252
3.2000000000	-0.4423800621
3.3000000000	-0.4423800621
3.4000000000	-0.4570730421
3.5000000000	-0.4629042754
3.6000000000	-0.4679184126
3.7000000000	-0.4722325733
3.8000000000	-0.4722325733
3.9000000000	-0.4791438689
4.0000000000	-0.4818978607
4.1000000000	-0.4818978607
4.2000000000	-0.4863129943
4.3000000000	-0.4863129943
4.4000000000	-0.4895875188
4.5000000000	-0.4908916600
4.6000000000	-0.4908916600
4.7000000000	-0.4929792353
4.8000000000	-0.4929792353
4.9000000000	-0.4945224966
5.0000000000	-0.4951351358
5.1000000000	-0.4951351358
5.2000000000	-0.4961122279
5.3000000000	-0.4961122279
5.4000000000	-0.4968305301
5.5000000000	-0.4971143554
5.6000000000	-0.4971143554
5.7000000000	-0.4975649227
5.8000000000	-0.4975649227
5.9000000000	-0.4978939844
6.0000000000	-0.4980233401
6.1000000000	-0.4980233401
6.2000000000	-0.4982276846
6.3000000000	-0.4982276846
6.4000000000	-0.4983759297
6.5000000000	-0.4984339105
6.6000000000	-0.4984339105
6.7000000000	-0.4985250729
6.8000000000	-0.4985606254
6.9000000000	-0.4985907932
7.0000000000	-0.4986163769
7.1000000000	-0.4986163769
7.2000000000	-0.4986564291
7.3000000000	-0.4986719803
7.4000000000	-0.4986851396
7.5000000000	-0.4986962692
7.6000000000	-0.4986962692
7.7000000000	-0.4987136264
7.8000000000	-0.4987203395
7.9000000000	-0.4987260062
8.0000000000	-0.4987307875
8.1000000000	-0.4987307875
8.2000000000	-0.4987348198
8.3000000000	-0.4987410837
8.4000000000	-0.4987434965
8.5000000000	-0.4987455280
8.6000000000	-0.4987455280
8.7000000000	-0.4987472379
8.8000000000	-0.4987498865
8.9000000000	-0.4987509038
9.0000000000	-0.4987517588
9.1000000000	-0.4987517588
9.2000000000	-0.4987524771
9.3000000000	-0.4987535870
9.4000000000	-0.4987540122
9.5000000000	-0.4987543690
9.6000000000	-0.4987543690
9.7000000000	-0.4987546682
9.8000000000	-0.4987551297
9.9000000000	-0.4987553061
10.0000000000	-0.4987554538
