x	 y 	 diff
3.67347	0.734694	0.129014
3.87755	0.734694	0.168587
4.08163	0.734694	0.187485
4.28571	0.734694	0.181512
4.4898	0.734694	0.172841
4.69388	0.734694	0.22282
4.89796	0.734694	0.242006
5.10204	0.734694	0.230922
5.30612	0.734694	0.191349
5.5102	0.734694	0.126249
5.71429	0.734694	0.100812
5.91837	0.734694	0.0762619
6.12245	0.734694	0.0407231
6.32653	0.734694	0.000255221
6.53061	0.734694	0.0388781
6.73469	0.734694	0.0852161
6.93878	0.734694	0.147611
7.14286	0.734694	0.19123
7.34694	0.734694	0.211516
7.55102	0.734694	0.204879
7.7551	0.734694	0.168846
7.95918	0.734694	0.206969
8.16327	0.734694	0.227565
8.36735	0.734694	0.218823
8.57143	0.734694	0.183254
8.77551	0.734694	0.124478
8.97959	0.734694	0.0739161
9.18367	0.734694	0.043635
9.38776	0.734694	0.00600008
9.59184	0.734694	0.0327749
9.79592	0.734694	0.0664286
10	0.734694	0.0889125

0	0.979592	0
0.204082	0.979592	0.0408395
0.408163	0.979592	0.0769907
0.612245	0.979592	0.10396
0.816327	0.979592	0.117634
1.02041	0.979592	0.114452
1.22449	0.979592	0.136135
1.42857	0.979592	0.171722
1.63265	0.979592	0.184409
1.83673	0.979592	0.174007
2.04082	0.979592	0.141285
2.2449	0.979592	0.0958504
2.44898	0.979592	0.0956349
2.65306	0.979592	0.0806477
2.85714	0.979592	0.0548033
3.06122	0.979592	0.022467
3.26531	0.979592	0.0117264
3.46939	0.979592	0.0544409
3.67347	0.979592	0.0953954
3.87755	0.979592	0.124618
4.08163	0.979592	0.138311
4.28571	0.979592	0.133322
4.4898	0.979592	0.126461
4.69388	0.979592	0.164196
4.89796	0.979592	0.178801
5.10204	0.979592	0.17067
5.30612	0.979592	0.14114
5.5102	0.979592	0.0924359
5.71429	0.979592	0.0738976
5.91837	0.979592	0.0561313
6.12245	0.979592	0.0301116
6.32653	0.979592	0.000389586
6.53061	0.979592	0.0283301
6.73469	0.979592	0.0625514
6.93878	0.979592	0.109013
7.14286	0.979592	0.141373
7.34694	0.979592	0.156206
7.55102	0.979592	0.150816
7.7551	0.979592	0.123347
7.95918	0.979592	0.152218
8.16327	0.979592	0.168003
8.36735	0.979592	0.161753
8.57143	0.979592	0.135351
8.77551	0.979592	0.0915192
8.97959	0.979592	0.0540205
9.18367	0.979592	0.0319599
9.38776	0.979592	0.00437574
9.59184	0.979592	0.0240647
9.79592	0.979592	0.0486585
10	0.979592	0.0648624

0	1.22449	1.38778e-17
0.204082	1.22449	0.0197927
0.408163	1.22449	0.0367303
0.612245	1.22449	0.0480761
0.816327	1.22449	0.0513255
1.02041	1.22449	0.04431
1.22449	1.22449	0.0555751
1.42857	1.22449	0.0778192
1.63265	1.22449	0.0861177
1.83673	1.22449	0.0803553
2.04082	1.22449	0.0610003
2.2449	1.22449	0.0344602
2.44898	1.22449	0.0399147
2.65306	1.22449	0.0363733
2.85714	1.22449	0.0262201
3.06122	1.22449	0.0121135
3.26531	1.22449	0.00312422
3.46939	1.22449	0.0243521
3.67347	1.22449	0.0449086
3.87755	1.22449	0.0583204
4.08163	1.22449	0.0622751
4.28571	1.22449	0.0548526
4.4898	1.22449	0.0476415
4.69388	1.22449	0.0723168
4.89796	1.22449	0.0829066
5.10204	1.22449	0.0796504
5.30612	1.22449	0.0633624
5.5102	1.22449	0.0353975
5.71429	1.22449	0.0290647
5.91837	1.22449	0.024134
6.12245	1.22449	0.0141769
6.32653	1.22449	0.00196521
6.53061	1.22449	0.00963606
6.73469	1.22449	0.025374
6.93878	1.22449	0.0501391
7.14286	1.22449	0.0663159
7.34694	1.22449	0.0718192
7.55102	1.22449	0.0650072
7.7551	1.22449	0.044749
7.95918	1.22449	0.064389
8.16327	1.22449	0.0767587
8.36735	1.22449	0.0757089
8.57143	1.22449	0.0623873
8.77551	1.22449	0.0384507
8.97959	1.22449	0.0198018
9.18367	1.22449	0.0123429
9.38776	1.22449	0.00152026
9.59184	1.22449	0.00982388
9.79592	1.22449	0.0188254
10	1.22449	0.0227177

0	1.46939	0
0.204082	1.46939	0.000684231
0.408163	1.46939	0.000516901
0.612245	1.46939	0.0013182
0.816327	1.46939	0.00556808
1.02041	1.46939	0.0128795
1.22449	1.46939	0.0115125
1.42857	1.46939	0.00429011
1.63265	1.46939	0.00122704
1.83673	1.46939	0.00235768
2.04082	1.46939	0.00754236
2.2449	1.46939	0.0142975
2.44898	1.46939	0.00692989
2.65306	1.46939	0.00224533
2.85714	1.46939	0.000467222
3.06122	1.46939	0.00200064
3.26531	1.46939	0.00319674
3.46939	1.46939	0.00178303
3.67347	1.46939	0.000157952
3.87755	1.46939	0.000663798
4.08163	1.46939	0.00399027
4.28571	1.46939	0.01071
4.4898	1.46939	0.0159781
4.69388	1.46939	0.00687617
4.89796	1.46939	0.00197524
5.10204	1.46939	0.00120391
5.30612	1.46939	0.00431937
5.5102	1.46939	0.0109175
5.71429	1.46939	0.00771182
5.91837	1.46939	0.00313031
6.12245	1.46939	4.78868e-05
6.32653	1.46939	0.00236206
6.53061	1.46939	0.00495408
6.73469	1.46939	0.00550419
6.93878	1.46939	0.00174568
7.14286	1.46939	0.000548676
7.34694	1.46939	0.00253503
7.55102	1.46939	0.00819449
7.7551	1.46939	0.0178643
7.95918	1.46939	0.00989142
8.16327	1.46939	0.00336901
8.36735	1.46939	0.000848985
8.57143	1.46939	0.00198909
8.77551	1.46939	0.00629516
8.97959	1.46939	0.00755367
9.18367	1.46939	0.00363663
9.38776	1.46939	0.000722861
9.59184	1.46939	0.00203538
9.79592	1.46939	0.0054923
10	1.46939	0.0104731

0	1.71429	0
0.204082	1.71429	0.0148139
0.408163	1.71429	0.0284249
0.612245	1.71429	0.0396802
0.816327	1.71429	0.0475245
1.02041	1.71429	0.0510443
1.22449	1.71429	0.0582628
1.42857	1.71429	0.0669045
1.63265	1.71429	0.0696711
1.83673	1.71429	0.0665138
2.04082	1.71429	0.0576301
2.2449	1.71429	0.0450091
2.44898	1.71429	0.0401843
2.65306	1.71429	0.0315696
2.85714	1.71429	0.0201694
3.06122	1.71429	0.00710364
3.26531	1.71429	0.0064386
3.46939	1.71429	0.0214831
3.67347	1.71429	0.035734
3.87755	1.71429	0.046975
4.08163	1.71429	0.0542317
4.28571	1.71429	0.0566954
4.4898	1.71429	0.0575253
4.69388	1.71429	0.0657588
4.89796	1.71429	0.0680582
5.10204	1.71429	0.0645245
5.30612	1.71429	0.0555005
5.5102	1.71429	0.0415572
5.71429	1.71429	0.0325684
5.91837	1.71429	0.0229821
6.12245	1.71429	0.0112782
6.32653	1.71429	0.00137552
6.53061	1.71429	0.0137721
6.73469	1.71429	0.0269087
6.93878	1.71429	0.0418431
7.14286	1.71429	0.0531593
7.34694	1.71429	0.0599789
7.55102	1.71429	0.0616101
7.7551	1.71429	0.0575765
7.95918	1.71429	0.0632263
8.16327	1.71429	0.0649224
8.36735	1.71429	0.0609651
8.57143	1.71429	0.0518376
8.77551	1.71429	0.0382382
8.97959	1.71429	0.025042
9.18367	1.71429	0.0142796
9.38776	1.71429	0.00209992
9.59184	1.71429	0.0102994
9.79592	1.71429	0.0217118
10	1.71429	0.0309717

0	1.95918	2.77556e-17
0.204082	1.95918	0.0285825
0.408163	1.95918	0.0539796
0.612245	1.95918	0.0731379
0.816327	1.95918	0.0832631
1.02041	1.95918	0.0819357
1.22449	1.95918	0.0969862
1.42857	1.95918	0.121072
1.63265	1.95918	0.129598
1.83673	1.95918	0.122436
2.04082	1.95918	0.10011
2.2449	1.95918	0.0690538
2.44898	1.95918	0.0679896
2.65306	1.95918	0.0568888
2.85714	1.95918	0.0384113
3.06122	1.95918	0.0155228
3.26531	1.95918	0.00862745
3.46939	1.95918	0.0384357
3.67347	1.95918	0.0669824
3.87755	1.95918	0.0875577
4.08163	1.95918	0.0975817
4.28571	1.95918	0.0949123
4.4898	1.95918	0.0907494
4.69388	1.95918	0.116109
4.89796	1.95918	0.125754
5.10204	1.95918	0.119951
5.30612	1.95918	0.0996086
5.5102	1.95918	0.0662381
5.71429	1.95918	0.0528279
5.91837	1.95918	0.0397893
6.12245	1.95918	0.0211428
6.32653	1.95918	1.9205e-05
6.53061	1.95918	0.0205001
6.73469	1.95918	0.0445899
6.93878	1.95918	0.0767383
7.14286	1.95918	0.0993047
7.34694	1.95918	0.109963
7.55102	1.95918	0.106881
7.7551	1.95918	0.0887969
7.95918	1.95918	0.108075
8.16327	1.95918	0.118347
8.36735	1.95918	0.113648
8.57143	1.95918	0.0952563
8.77551	1.95918	0.0650219
8.97959	1.95918	0.0388557
9.18367	1.95918	0.0228849
9.38776	1.95918	0.00316112
9.59184	1.95918	0.0171444
9.79592	1.95918	0.0348364
10	1.95918	0.0468279

0	2.20408	2.77556e-17
0.204082	2.20408	0.0377711
0.408163	2.20408	0.0705642
0.612245	2.20408	0.0936078
0.816327	2.20408	0.102535
1.02041	2.20408	0.0935656
1.22449	2.20408	0.114452
1.42857	2.20408	0.152868
1.63265	2.20408	0.166969
1.83673	2.20408	0.156554
2.04082	2.20408	0.122441
2.2449	2.20408	0.0754425
2.44898	2.20408	0.0813643
2.65306	2.20408	0.0716017
2.85714	2.20408	0.0503112
3.06122	2.20408	0.0221278
3.26531	2.20408	0.00802761
3.46939	2.20408	0.0481125
3.67347	2.20408	0.0867695
3.87755	2.20408	0.11297
4.08163	2.20408	0.122681
4.28571	2.20408	0.112556
4.4898	2.20408	0.101932
4.69388	2.20408	0.143865
4.89796	2.20408	0.161239
5.10204	2.20408	0.154473
5.30612	2.20408	0.124985
5.5102	2.20408	0.0751388
5.71429	2.20408	0.0609133
5.91837	2.20408	0.0485336
6.12245	2.20408	0.0273905
6.32653	2.20408	0.00231637
6.53061	2.20408	0.0216935
6.73469	2.20408	0.0524106
6.93878	2.20408	0.0978565
7.14286	2.20408	0.128328
7.34694	2.20408	0.140191
7.55102	2.20408	0.130582
7.7551	2.20408	0.0975286
7.95918	2.20408	0.130449
8.16327	2.20408	0.150245
8.36735	2.20408	0.146644
8.57143	2.20408	0.121647
8.77551	2.20408	0.0781421
8.97959	2.20408	0.0429375
9.18367	2.20408	0.0260941
9.38776	2.20408	0.00338583
9.59184	2.20408	0.0202317
9.79592	2.20408	0.0397648
10	2.20408	0.0503897

0	2.44898	2.77556e-17
0.204082	2.44898	0.0398022
0.408163	2.44898	0.073131
0.612245	2.44898	0.0937814
0.816327	2.44898	0.096075
1.02041	2.44898	0.0750949
1.22449	2.44898	0.0986989
1.42857	2.44898	0.149705
1.63265	2.44898	0.169092
1.83673	2.44898	0.156598
2.04082	2.44898	0.113286
2.2449	2.44898	0.0542401
2.44898	2.44898	0.072188
2.65306	2.44898	0.0697397
2.85714	2.44898	0.0523004
3.06122	2.44898	0.0258974
3.26531	2.44898	0.00306986
3.46939	2.44898	0.046419
3.67347	2.44898	0.0886462
3.87755	2.44898	0.114674
4.08163	2.44898	0.11926
4.28571	2.44898	0.0980505
4.4898	2.44898	0.0786702
4.69388	2.44898	0.13631
4.89796	2.44898	0.162015
5.10204	2.44898	0.156326
5.30612	2.44898	0.12109
5.5102	2.44898	0.0593793
5.71429	2.44898	0.0499737
5.91837	2.44898	0.0446779
6.12245	2.44898	0.0279861
6.32653	2.44898	0.00618224
6.53061	2.44898	0.0142376
6.73469	2.44898	0.0448222
6.93878	2.44898	0.0974452
7.14286	2.44898	0.130596
7.34694	2.44898	0.139547
7.55102	2.44898	0.120575
7.7551	2.44898	0.0711168
7.95918	2.44898	0.117703
8.16327	2.44898	0.148503
8.36735	2.44898	0.148877
8.57143	2.44898	0.121427
8.77551	2.44898	0.0699102
8.97959	2.44898	0.0318115
9.18367	2.44898	0.0208708
9.38776	2.44898	0.00230334
9.59184	2.44898	0.0174464
9.79592	2.44898	0.0318849
10	2.44898	0.0347389

0	2.69388	0
0.204082	2.69388	0.0370953
0.408163	2.69388	0.0666079
0.612245	2.69388	0.08127
0.816327	2.69388	0.0744299
1.02041	2.69388	0.0403285
1.22449	2.69388	0.0643391
1.42857	2.69388	0.125157
1.63265	2.69388	0.148939
1.83673	2.69388	0.135379
2.04082	2.69388	0.085719
2.2449	2.69388	0.0186745
2.44898	2.69388	0.0501766
2.65306	2.69388	0.0577879
2.85714	2.69388	0.0478396
3.06122	2.69388	0.0273918
3.26531	2.69388	0.00394026
3.46939	2.69388	0.0378599
3.67347	2.69388	0.0790972
3.87755	2.69388	0.10136
4.08163	2.69388	0.0985063
4.28571	2.69388	0.0654379
4.4898	2.69388	0.0370465
4.69388	2.69388	0.107743
4.89796	2.69388	0.141032
5.10204	2.69388	0.13755
5.30612	2.69388	0.0994572
5.5102	2.69388	0.0303538
5.71429	2.69388	0.0286358
5.91837	2.69388	0.03348
6.12245	2.69388	0.0249756
6.32653	2.69388	0.0104832
6.53061	2.69388	0.00238794
6.73469	2.69388	0.0286407
6.93878	2.69388	0.083658
7.14286	2.69388	0.115867
7.34694	2.69388	0.119729
7.55102	2.69388	0.0908852
7.7551	2.69388	0.0263307
7.95918	2.69388	0.0847599
8.16327	2.69388	0.126009
8.36735	2.69388	0.131618
8.57143	2.69388	0.104637
8.77551	2.69388	0.0494643
8.97959	2.69388	0.0126933
9.18367	2.69388	0.0110889
9.38776	2.69388	0.000550841
9.59184	2.69388	0.0113721
9.79592	2.69388	0.0170736
10	2.69388	0.00920587

0	2.93878	5.55112e-17
0.204082	2.93878	0.0600421
0.408163	2.93878	0.111845
0.612245	2.93878	0.147511
0.816327	2.93878	0.159813
1.02041	2.93878	0.142493
1.22449	2.93878	0.176118
1.42857	2.93878	0.23998
1.63265	2.93878	0.263598
1.83673	2.93878	0.246639
2.04082	2.93878	0.190456
2.2449	2.93878	0.113217
2.44898	2.93878	0.12574
2.65306	2.93878	0.112303
2.85714	2.93878	0.079786
3.06122	2.93878	0.0358601
3.26531	2.93878	0.0113295
3.46939	2.93878	0.0753441
3.67347	2.93878	0.137191
3.87755	2.93878	0.178419
4.08163	2.93878	0.192357
4.28571	2.93878	0.173463
4.4898	2.93878	0.1544
4.69388	2.93878	0.224631
4.89796	2.93878	0.254214
5.10204	2.93878	0.243841
5.30612	2.93878	0.195861
5.5102	2.93878	0.114184
5.71429	2.93878	0.0930541
5.91837	2.93878	0.0754332
6.12245	2.93878	0.0433078
6.32653	2.93878	0.00467583
6.53061	2.93878	0.0321945
6.73469	2.93878	0.0805495
6.93878	2.93878	0.154049
7.14286	2.93878	0.202764
7.34694	2.93878	0.220679
7.55102	2.93878	0.203054
7.7551	2.93878	0.146627
7.95918	2.93878	0.202117
8.16327	2.93878	0.236226
8.36735	2.93878	0.231609
8.57143	2.93878	0.191578
8.77551	2.93878	0.120915
8.97959	2.93878	0.0646865
9.18367	2.93878	0.0397201
9.38776	2.93878	0.00504635
9.59184	2.93878	0.0311321
9.79592	2.93878	0.0605505
10	2.93878	0.0752245

0	3.18367	0
0.204082	3.18367	0.0711423
0.408163	3.18367	0.13388
0.612245	3.18367	0.180159
0.816327	3.18367	0.202605
1.02041	3.18367	0.194836
1.22449	3.18367	0.232914
1.42857	3.18367	0.29694
1.63265	3.18367	0.319915
1.83673	3.18367	0.301502
2.04082	3.18367	0.243078
2.2449	3.18367	0.162092
2.44898	3.18367	0.163978
2.65306	3.18367	0.139385
2.85714	3.18367	0.0953288
3.06122	3.18367	0.0396358
3.26531	3.18367	0.0193864
3.46939	3.18367	0.094009
3.67347	3.18367	0.16564
3.87755	3.18367	0.216239
4.08163	3.18367	0.239002
4.28571	3.18367	0.228275
4.4898	3.18367	0.214743
4.69388	3.18367	0.283075
4.89796	3.18367	0.309946
5.10204	3.18367	0.29606
5.30612	3.18367	0.243815
5.5102	3.18367	0.157198
5.71429	3.18367	0.125984
5.91837	3.18367	0.0965317
6.12245	3.18367	0.0522849
6.32653	3.18367	0.00140131
6.53061	3.18367	0.0476854
6.73469	3.18367	0.106954
6.93878	3.18367	0.188805
7.14286	3.18367	0.245376
7.34694	3.18367	0.27053
7.55102	3.18367	0.259432
7.7551	3.18367	0.208755
7.95918	3.18367	0.261346
8.16327	3.18367	0.290764
8.36735	3.18367	0.280681
8.57143	3.18367	0.234476
8.77551	3.18367	0.157024
8.97959	3.18367	0.0915085
9.18367	3.18367	0.0543942
9.38776	3.18367	0.00737827
9.59184	3.18367	0.0411726
9.79592	3.18367	0.0828279
10	3.18367	0.109444

0	3.42857	5.55112e-17
0.204082	3.42857	0.0701589
0.408163	3.42857	0.13225
0.612245	3.42857	0.178541
0.816327	3.42857	0.201954
1.02041	3.42857	0.196362
1.22449	3.42857	0.233628
1.42857	3.42857	0.294879
1.63265	3.42857	0.316724
1.83673	3.42857	0.298838
2.04082	3.42857	0.242544
2.2449	3.42857	0.164386
2.44898	3.42857	0.164144
2.65306	3.42857	0.138483
2.85714	3.42857	0.0941396
3.06122	3.42857	0.0386248
3.26531	3.42857	0.0200858
3.46939	3.42857	0.093478
3.67347	3.42857	0.163851
3.87755	3.42857	0.214035
4.08163	3.42857	0.237496
4.28571	3.42857	0.22881
4.4898	3.42857	0.216935
4.69388	3.42857	0.281907
4.89796	3.42857	0.307079
5.10204	3.42857	0.293127
5.30612	3.42857	0.242351
5.5102	3.42857	0.15858
5.71429	3.42857	0.126794
5.91837	3.42857	0.096358
6.12245	3.42857	0.0517197
6.32653	3.42857	0.000710355
6.53061	3.42857	0.048574
6.73469	3.42857	0.107344
6.93878	3.42857	0.187214
7.14286	3.42857	0.242816
7.34694	3.42857	0.268259
7.55102	3.42857	0.258903
7.7551	3.42857	0.211552
7.95918	3.42857	0.26128
8.16327	3.42857	0.288507
8.36735	3.42857	0.277816
8.57143	3.42857	0.232448
8.77551	3.42857	0.157086
8.97959	3.42857	0.0926552
9.18367	3.42857	0.0548318
9.38776	3.42857	0.00750327
9.59184	3.42857	0.0412987
9.79592	3.42857	0.0834813
10	3.42857	0.111227

0	3.67347	5.55112e-17
0.204082	3.67347	0.0575758
0.408163	3.67347	0.107902
0.612245	3.67347	0.144029
0.816327	3.67347	0.159599
1.02041	3.67347	0.149104
1.22449	3.67347	0.180503
1.42857	3.67347	0.23616
1.63265	3.67347	0.256407
1.83673	3.67347	0.24095
2.04082	3.67347	0.19098
2.2449	3.67347	0.121963
2.44898	3.67347	0.127762
2.65306	3.67347	0.11072
2.85714	3.67347	0.0768886
3.06122	3.67347	0.0330189
3.26531	3.67347	0.0137225
3.46939	3.67347	0.0745196
3.67347	3.67347	0.133035
3.87755	3.67347	0.173408
4.08163	3.67347	0.189769
4.28571	3.67347	0.177241
4.4898	3.67347	0.163303
4.69388	3.67347	0.223513
4.89796	3.67347	0.247959
5.10204	3.67347	0.237248
5.30612	3.67347	0.193446
5.5102	3.67347	0.119995
5.71429	3.67347	0.0967711
5.91837	3.67347	0.0757639
6.12245	3.67347	0.0419942
6.32653	3.67347	0.00249951
6.53061	3.67347	0.0354452
6.73469	3.67347	0.0827603
6.93878	3.67347	0.15073
7.14286	3.67347	0.196893
7.34694	3.67347	0.215954
7.55102	3.67347	0.203745
7.7551	3.67347	0.157393
7.95918	3.67347	0.204296
8.16327	3.67347	0.231732
8.36735	3.67347	0.225093
8.57143	3.67347	0.187295
8.77551	3.67347	0.122543
8.97959	3.67347	0.069155
9.18367	3.67347	0.041603
9.38776	3.67347	0.00550975
9.59184	3.67347	0.0319076
9.79592	3.67347	0.0633767
10	3.67347	0.0818724

0	3.91837	5.55112e-17
0.204082	3.91837	0.034569
0.408163	3.91837	0.0631389
0.612245	3.91837	0.0799597
0.816327	3.91837	0.079769
1.02041	3.91837	0.0580104
1.22449	3.91837	0.0790001
1.42857	3.91837	0.126529
1.63265	3.91837	0.144756
1.83673	3.91837	0.133439
2.04082	3.91837	0.093562
2.2449	3.91837	0.0393584
2.44898	3.91837	0.0585387
2.65306	3.91837	0.0588176
2.85714	3.91837	0.0452041
3.06122	3.91837	0.0232839
3.26531	3.91837	0.00101264
3.46939	3.91837	0.0390024
3.67347	3.91837	0.076135
3.87755	3.91837	0.0982557
4.08163	3.91837	0.100506
4.28571	3.91837	0.078851
4.4898	3.91837	0.0595075
4.69388	3.91837	0.113697
4.89796	3.91837	0.13829
5.10204	3.91837	0.133792
5.30612	3.91837	0.101912
5.5102	3.91837	0.045497
5.71429	3.91837	0.0390416
5.91837	3.91837	0.0368199
6.12245	3.91837	0.0240373
6.32653	3.91837	0.0065173
6.53061	3.91837	0.00972005
6.73469	3.91837	0.0357359
6.93878	3.91837	0.0828922
7.14286	3.91837	0.112003
7.34694	3.91837	0.118688
7.55102	3.91837	0.0994971
7.7551	3.91837	0.0520535
7.95918	3.91837	0.0961641
8.16327	3.91837	0.125964
8.36735	3.91837	0.127568
8.57143	3.91837	0.103388
8.77551	3.91837	0.0569034
8.97959	3.91837	0.0235067
9.18367	3.91837	0.0160935
9.38776	3.91837	0.0016125
9.59184	3.91837	0.0139642
9.79592	3.91837	0.0246188
10	3.91837	0.024538

0	4.16327	0
0.204082	4.16327	0.0230879
0.408163	4.16327	0.0417854
0.612245	4.16327	0.0518844
0.816327	4.16327	0.0495334
1.02041	4.16327	0.0313979
1.22449	4.16327	0.0459148
1.42857	4.16327	0.0809477
1.63265	4.16327	0.0945363
1.83673	4.16327	0.0865032
2.04082	4.16327	0.0575685
2.2449	4.16327	0.0183914
2.44898	4.16327	0.034861
2.65306	4.16327	0.0374976
2.85714	4.16327	0.0299671
3.06122	4.16327	0.0163572
3.26531	4.16327	0.00100826
3.46939	4.16327	0.0247109
3.67347	4.16327	0.0499771
3.87755	4.16327	0.0642569
4.08163	4.16327	0.0639943
4.28571	4.16327	0.046237
4.4898	4.16327	0.0307595
4.69388	4.16327	0.0711562
4.89796	4.16327	0.0898935
5.10204	4.16327	0.0873396
5.30612	4.16327	0.0647464
5.5102	4.16327	0.0241976
5.71429	4.16327	0.0216319
5.91837	4.16327	0.0225703
6.12245	4.16327	0.0157798
6.32653	4.16327	0.00552219
6.53061	4.16327	0.0037967
6.73469	4.16327	0.0206144
6.93878	4.16327	0.0535886
7.14286	4.16327	0.0733565
7.34694	4.16327	0.0767117
7.55102	4.16327	0.0611294
7.7551	4.16327	0.0248707
7.95918	4.16327	0.0580493
8.16327	4.16327	0.081059
8.36735	4.16327	0.0834334
8.57143	4.16327	0.0669372
8.77551	4.16327	0.0341181
8.97959	4.16327	0.0115003
9.18367	4.16327	0.00867729
9.38776	4.16327	0.00068169
9.59184	4.16327	0.00811576
9.79592	4.16327	0.013311
10	4.16327	0.0106495

0	4.40816	0
0.204082	4.40816	0.0153699
0.408163	4.40816	0.0282201
0.612245	4.40816	0.0361352
0.816327	4.40816	0.0369051
1.02041	4.40816	0.0286159
1.22449	4.40816	0.0377567
1.42857	4.40816	0.0576242
1.63265	4.40816	0.0651843
1.83673	4.40816	0.0603351
2.04082	4.40816	0.04349
2.2449	4.40816	0.020534
2.44898	4.40816	0.0276553
2.65306	4.40816	0.0268375
