x	 y 	 value
0.612245	11.0204	1.11631
0.612245	11.2653	1.27967
0.612245	11.5102	1.4339
0.612245	11.7551	1.57124
0.612245	12	1.68497
0.816327	0	0.728635
0.816327	0.244898	0.731384
0.816327	0.489796	0.691948
0.816327	0.734694	0.614143
0.816327	0.979592	0.504072
0.816327	1.22449	0.369767
0.816327	1.46939	0.220702
0.816327	1.71429	0.0672356
0.816327	1.95918	-0.080013
0.816327	2.20408	-0.210795
0.816327	2.44898	-0.315845
0.816327	2.69388	-0.387432
0.816327	2.93878	-0.419822
0.816327	3.18367	-0.409622
0.816327	3.42857	-0.355979
0.816327	3.67347	-0.260632
0.816327	3.91837	-0.12781
0.816327	4.16327	0.0360229
0.816327	4.40816	0.22255
0.816327	4.65306	0.422103
0.816327	4.89796	0.624234
0.816327	5.14286	0.818342
0.816327	5.38776	0.994306
0.816327	5.63265	1.14308
0.816327	5.87755	1.25726
0.816327	6.12245	1.33149
0.816327	6.36735	1.36279
0.816327	6.61224	1.35077
0.816327	6.85714	1.29759
0.816327	7.10204	1.2079
0.816327	7.34694	1.08851
0.816327	7.59184	0.948011
0.816327	7.83673	0.79624
0.816327	8.08163	0.643718
0.816327	8.32653	0.50101
0.816327	8.57143	0.378092
0.816327	8.81633	0.283763
0.816327	9.06122	0.225112
0.816327	9.30612	0.207101
0.816327	9.55102	0.232266
0.816327	9.79592	0.300567
0.816327	10.0408	0.409389
0.816327	10.2857	0.5537
0.816327	10.5306	0.726349
0.816327	10.7755	0.918496
0.816327	11.0204	1.12013
0.816327	11.2653	1.32069
0.816327	11.5102	1.50966
0.816327	11.7551	1.67723
0.816327	12	1.81486
1.02041	0	0.852322
1.02041	0.244898	0.85138
1.02041	0.489796	0.801093
1.02041	0.734694	0.705923
1.02041	0.979592	0.57301
1.02041	1.22449	0.411749
1.02041	1.46939	0.233223
1.02041	1.71429	0.0495487
1.02041	1.95918	-0.126853
1.02041	2.20408	-0.283992
1.02041	2.44898	-0.411032
