6.3000000000	0.0232831758	0.4252934943	-0.3172005963	-0.2898362451	0.4288158459	
6.4000000000	0.0213989519	0.4165141765	-0.3427611757	-0.2493307647	0.4494184313	
6.5000000000	0.0196613128	0.4073720993	-0.3666240986	-0.2060286374	0.4612056846	
6.6000000000	0.0180593018	0.3978948102	-0.3886888006	-0.1604254714	0.4639685732	
6.7000000000	0.0165827091	0.3881086572	-0.4088651787	-0.1130380670	0.4576746656	
6.8000000000	0.0152220302	0.3780387907	-0.4270737046	-0.0643985740	0.4424675222	
6.9000000000	0.0139684206	0.3677091671	-0.4432454894	-0.0150485850	0.4186627237	
7.0000000000	0.0128136594	0.3571425584	-0.4573223028	0.0344667907	0.3867406710	
7.1000000000	0.0117501057	0.3463605627	-0.4692565479	0.0836047972	0.3473363003	
7.2000000000	0.0107706626	0.3353836206	-0.4790111957	0.1318307996	0.3012259496	
7.3000000000	0.0098687392	0.3242310319	-0.4865596789	0.1786238815	0.2493116521	
7.4000000000	0.0090382198	0.3129209749	-0.4918857465	0.2234822278	0.1926031656	
7.5000000000	0.0082734301	0.3014705275	-0.4949832825	0.2659282352	0.1321981072	
7.6000000000	0.0075691068	0.2898956910	-0.4958560899	0.3055133111	0.0692605775	
7.7000000000	0.0069203673	0.2782114131	-0.4945176443	0.3418223084	0.0049986769	
7.8000000000	0.0063226831	0.2664316130	-0.4909908155	0.3744775611	-0.0593586343	
7.9000000000	0.0057718565	0.2545692076	-0.4853075613	0.4031424873	-0.1225849210	
8.0000000000	0.0052639923	0.2426361372	-0.4775085932	0.4275247249	-0.1834794438	
8.1000000000	0.0047954784	0.2306433927	-0.4676430222	0.4473787852	-0.2408896959	
8.2000000000	0.0043629587	0.2186010419	-0.4557679787	0.4625081891	-0.2937328940	
8.3000000000	0.0039633186	0.2065182577	-0.4419482144	0.4727670866	-0.3410160220	
8.4000000000	0.0035936630	0.1944033434	-0.4262556837	0.4780613374	-0.3818540774	
8.5000000000	0.0032512978	0.1822637606	-0.4087691116	0.4783490572	-0.4154861919	
8.6000000000	0.0029337155	0.1701061552	-0.3895735463	0.4736406333	-0.4412893344	
8.7000000000	0.0026385736	0.1579363836	-0.3687599003	0.4639982007	-0.4587893723	
8.8000000000	0.0023636862	0.1457595375	-0.3464244797	0.4495346116	-0.4676692973	
8.9000000000	0.0021070044	0.1335799703	-0.3226685065	0.4304118918	-0.4677744798	
9.0000000000	0.0018666061	0.1214013202	-0.2975976338	0.4068392264	-0.4591148947	
9.1000000000	0.0016406801	0.1092265354	-0.2713214587	0.3790704872	-0.4418642594	
9.2000000000	0.0014275134	0.0970578950	-0.2439530281	0.3474013331	-0.4163561627	
9.3000000000	0.0012254830	0.0848970336	-0.2156083466	0.3121659213	-0.3830772411	
9.4000000000	0.0010330412	0.0727449611	-0.1864058832	0.2737332584	-0.3426575609	
9.5000000000	0.0008487066	0.0606020838	-0.1564660829	0.2325032399	-0.2958584083	
9.6000000000	0.0006710513	0.0484682238	-0.1259108784	0.1889024139	-0.2435576968	
9.7000000000	0.0004986910	0.0363426384	-0.0948632091	0.1433795149	-0.1867333134	
9.8000000000	0.0003302773	0.0242240380	-0.0634465461	0.0964008166	-0.1264446852	
9.9000000000	0.0001644842	0.0121106032	-0.0317844275	0.0484453434	-0.0638129366	
