acc	Absolute Error
0.00000000010000000000	0.00000000000002737957
0.00000000100000000000	0.00000000000009876897
0.00000001000000000000	0.00000000000216979733
0.00000010000000000000	0.00000000006819417909
0.00000100000000000000	0.00000000124289641009
0.00001000000000000000	0.00000002536838675921
0.00010000000000000000	0.00000165575973124020
0.00100000000000000000	0.00002916553748378962
0.01000000000000000000	0.00019042530566148379
0.10000000000000000001	0.00019042530566148379
